Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2024-03-21,3286.75,3297.46,3259.03,3286.69
2024-03-22,3289.28,3299.19,3260.39,3273.49
2024-03-25,3251.24,3281.63,3234.95,3281.63
2024-03-26,3286.2,3291,3275.8,3285.54
2024-03-27,3291.7,3304.09,3280.03,3304.09
2024-03-28,3308.26,3313.59,3301.52,3312.77
2024-03-29,3313.17,3332.53,3305.22,3332.53
2024-04-01,3343.66,3367.34,3343.66,3363.29
2024-04-02,3369.32,3375.69,3357.55,3371.29
2024-04-03,3381.95,3397.33,3376.63,3395.59
2024-04-04,3399.81,3409.62,3392.06,3407.57
2024-04-05,3393.2,3401.16,3385.42,3395.37
2024-04-08,3400.82,3423.35,3400.82,3417.38
2024-04-09,3423.41,3441.18,3408.99,3414.26
2024-04-10,3424.75,3440.03,3405.46,3439.11
2024-04-11,3442.84,3455.61,3431.18,3439.53
2024-04-12,3448.6,3464,3446.79,3456.24
2024-04-15,3456.38,3476.98,3454.06,3472.19
2024-04-16,3478.02,3479.04,3459.45,3462.94
2024-04-17,3469.57,3476.72,3443.07,3454.07
2024-04-18,3451.37,3457.46,3436.95,3455.82
2024-04-19,3458.86,3475.13,3451.48,3470.88
2024-04-22,3468.09,3480.21,3460.58,3479.17
2024-04-23,3483.26,3487.55,3436.83,3439.42
2024-04-24,3438.45,3445.67,3423.17,3428.93
2024-04-25,3429.62,3443.74,3427.02,3439.76
2024-04-26,3446.39,3459.12,3438.06,3449.77
2024-04-27,3453.63,3467.23,3453.4,3465.85
2024-04-29,3468.92,3480.47,3467.25,3478.08
2024-04-30,3481.29,3486.3,3464.86,3469.83
2024-05-02,3470.87,3477.42,3439.58,3442.83
2024-05-03,3443.49,3450.43,3424.63,3441.77
2024-05-06,3441.7,3444.11,3418.47,3436.05
2024-05-07,3405.82,3428.37,3405.82,3427.61
2024-05-08,3431.84,3438.75,3430.1,3432.54
2024-05-10,3438.5,3452.33,3438.5,3449.78
2024-05-13,3459.05,3465.62,3448.5,3457.11
2024-05-14,3465.83,3468.28,3457.31,3463.93
2024-05-15,3466.35,3476.49,3462.86,3470.72
2024-05-16,3480.48,3490.77,3477.85,3486.26
2024-05-17,3495.25,3506.91,3490.17,3501.89
2024-05-20,3516.4,3521.72,3468.09,3468.09
2024-05-21,3447.25,3460.19,3409.92,3428.38
2024-05-22,3433.36,3449.43,3433.36,3444.64
2024-05-23,3436.81,3444.79,3407.41,3442.79
2024-05-24,3438.65,3442.36,3377.64,3396.5
2024-05-27,3384.74,3392.99,3298.21,3299.22
2024-05-28,3305.11,3347.85,3277.48,3302.91
2024-05-29,3307.76,3323.08,3284.14,3318.03
2024-05-30,3332.77,3342.59,3275.54,3282.18
2024-05-31,3258.52,3270.01,3211.19,3217.19
2024-06-03,3192.3,3217.36,3087.99,3141.42
2024-06-04,3160.01,3201.53,3138.25,3186.93
2024-06-05,3217.63,3237.53,3194.73,3212.24
2024-06-06,3206.74,3215.99,3178.21,3192.38
2024-06-07,3199.75,3268.89,3193.57,3233.22
2024-06-10,3245.4,3255.49,3180.21,3180.94
2024-06-11,3178.71,3191.27,3148.22,3171.1
2024-06-13,3050.03,3178.01,3032.05,3171.69
2024-06-14,3171.78,3219.65,3160.17,3215.91
2024-06-17,3219.29,3221.84,3183.68,3183.68
2024-06-18,3171.38,3176.01,3109.09,3114.15
2024-06-19,3104.22,3107.39,3015.84,3027.47
2024-06-20,3034.39,3123.43,2996.44,3123.43
2024-06-21,3126.25,3141.25,3096.63,3114.35
2024-06-24,3109.22,3127.64,3092.83,3098.05
2024-06-25,3097.98,3112.82,3074.51,3111.39
2024-06-26,3129.01,3156.02,3127.65,3151.7
2024-06-27,3154.58,3158.4,3122.08,3150.32
2024-06-28,3150.22,3165.31,3141.37,3154.36
2024-07-01,3160.7,3186.76,3153.93,3186.19
2024-07-02,3199.03,3221.5,3190.18,3217.29
2024-07-03,3219.11,3226.16,3196.31,3203.07
2024-07-04,3190.58,3195.67,3123.92,3133.81
2024-07-05,3131.87,3158.83,3103.49,3149.29
2024-07-08,3159.18,3174.42,3122.91,3132.58
2024-07-09,3123.91,3124.74,3050.05,3054.07
2024-07-10,3044.66,3056.98,2967.45,2975.75
2024-07-11,2908.02,2996.34,2901.61,2992.21
2024-07-12,3004.64,3022,2957.91,2973.21
2024-07-15,2986.32,2994.45,2910.48,2913.48
2024-07-16,2914,2962.11,2879.23,2944.86
2024-07-17,2963.21,2984.15,2938.47,2947.24
2024-07-18,2922.77,2980.62,2908.07,2980.62
2024-07-19,2988.27,3024.88,2974.62,3008.24
2024-07-22,3023.1,3042.14,3010.15,3024.54
2024-07-23,3032.53,3033.18,3003.69,3028.01
2024-07-24,3029.12,3054.34,3015.78,3051.76
2024-07-25,3044.6,3045.7,3019.61,3041.37
2024-07-26,3034.31,3060.68,2972.53,2993.23
2024-07-29,2979.43,2979.43,2906.95,2906.95
2024-07-30,2906.66,2951.66,2895.25,2944.78
2024-07-31,2952.19,2961.7,2927.05,2942.68
2024-08-01,2950.86,2966.66,2935.69,2935.69
2024-08-02,2927.77,2932.16,2887.3,2899
2024-08-05,2859.12,2868.46,2807.05,2828.72
2024-08-06,2839.41,2863.45,2814.15,2830.75
2024-08-07,2840.21,2875.45,2803.47,2874.94
2024-08-08,2877.8,2888.1,2846.93,2852.51
2024-08-09,2841.82,2867.29,2829.72,2848.29
2024-08-12,2840.33,2858.96,2814.58,2844.77
2024-08-13,2858.93,2895.28,2858.93,2884.6
2024-08-14,2894.3,2908.63,2867.64,2871.11
2024-08-15,2865.45,2868.24,2835.69,2838.11
2024-08-16,2838.78,2847.32,2825.12,2828.2
2024-08-19,2819.72,2826.24,2775.64,2775.64
2024-08-20,2780.43,2799.85,2749.26,2768.42
2024-08-21,2771.15,2783.44,2744.51,2768.14
2024-08-22,2774.49,2786.76,2725.47,2725.75
2024-08-23,2718.11,2729.27,2650.19,2662.47
2024-08-26,2746.97,2795.47,2726.98,2763.75
2024-08-27,2784.24,2800,2726.48,2730.38
2024-08-28,2729.72,2729.72,2664.3,2699.98
2024-08-29,2714.44,2723.5,2679.43,2708.27
2024-08-30,2717.68,2724.53,2641.08,2650.32
2024-09-02,2622.55,2627.58,2540.49,2545.07
2024-09-03,2552.32,2603.01,2512.7,2524.38
2024-09-04,2539.4,2605.15,2534.21,2605.15
2024-09-05,2631.33,2662,2607.52,2621.62
2024-09-06,2619.23,2648.38,2604.67,2623.37
2024-09-09,2642.31,2703.58,2642.31,2703.17
2024-09-10,2722.13,2729.73,2667.06,2671.38
2024-09-11,2675.16,2690.58,2657.77,2668.03
2024-09-12,2656.31,2656.31,2603.81,2615
2024-09-13,2629.31,2682.16,2582.79,2678.99
2024-09-16,2696.66,2746.11,2685.38,2744.2
2024-09-17,2753.2,2780.24,2726.91,2774.04
2024-09-18,2776.38,2784.15,2742.48,2751.73
2024-09-19,2746.41,2777.93,2735.67,2758.91
2024-09-20,2760.12,2795.72,2760.12,2782.35
2024-09-23,2797,2832.22,2797,2819.87
2024-09-24,2849,2871.96,2822.19,2871.96
2024-09-25,2878.59,2887.68,2829.75,2830.11
2024-09-26,2819.74,2847.78,2807.3,2829.65
2024-09-27,2838.11,2861.95,2826.89,2858.56
2024-09-30,2861.37,2889.87,2841.3,2857.56
2024-10-01,2831.17,2837.42,2792.21,2814.19
2024-10-02,2823.42,2838.77,2766.79,2766.79
2024-10-03,2767.51,2790.98,2739.92,2782.39
2024-10-04,2799.96,2818.12,2789.94,2804.62
2024-10-07,2807.85,2817.45,2779.34,2793.84
2024-10-08,2786.58,2799.3,2774.74,2788.37
2024-10-09,2787.38,2790.14,2748.81,2748.81
2024-10-10,2754.16,2775.86,2752.24,2761.54
2024-10-11,2758.11,2763,2737.96,2754.52
2024-10-14,2744.93,2788.18,2723.3,2773.36
2024-10-15,2774.56,2810.13,2766.79,2805.79
2024-10-16,2805.98,2827.15,2781.28,2783.46
2024-10-17,2786.82,2795.14,2763.53,2763.53
2024-10-18,2756.3,2770.45,2744.36,2751.9
2024-10-21,2759.58,2779.73,2759.58,2767.71
2024-10-22,2772.23,2783.82,2754.08,2755.19
2024-10-23,2749.53,2755.22,2730.49,2734.93
2024-10-24,2723.04,2730.58,2690.83,2718.42
2024-10-25,2723.01,2751.23,2657.31,2660.36
2024-10-28,2635.95,2652.12,2570.2,2575.06
2024-10-29,2582.29,2612.94,2557.65,2599.66
2024-10-30,2608.5,2631.8,2592.15,2615.38
2024-10-31,2582.47,2593.11,2551.2,2560.2
2024-11-01,2562.49,2581.47,2541.82,2574.71
2024-11-02,2579.11,2603.1,2579.11,2594.38
2024-11-05,2614.13,2624.13,2600.48,2616.51
2024-11-06,2676.85,2712.29,2650.6,2662.87
2024-11-07,2662.87,2693.93,2633.59,2690.63
2024-11-08,2721.64,2749.62,2713.5,2734.56
2024-11-11,2782.97,2797.94,2765.18,2785.31
2024-11-12,2779.92,2779.92,2747.76,2756.76
2024-11-13,2748.61,2771.67,2740.17,2763.99
2024-11-14,2740.53,2740.53,2694.56,2697.47
2024-11-15,2703.67,2740.08,2697.44,2739.21
2024-11-18,2703.31,2729.49,2687.45,2720.77
2024-11-19,2713.73,2716.38,2623.59,2630.51
2024-11-20,2640.09,2665.79,2596.06,2596.89
2024-11-21,2596.85,2606.14,2557.54,2568.6
2024-11-22,2617.66,2628.5,2577,2581.05
2024-11-25,2583.42,2592.89,2517.58,2530.69
2024-11-26,2521.89,2544.83,2455.47,2464.35
2024-11-27,2468.73,2512.59,2426.02,2491.88
2024-11-28,2530.87,2560.55,2502,2547.88
2024-11-29,2546.13,2581.88,2533.99,2578
2024-12-02,2584.19,2600.28,2578.52,2586.74
2024-12-03,2585.34,2588.87,2523.54,2539.64
2024-12-04,2538.24,2555.99,2482.37,2485.62
2024-12-05,2473.75,2525.45,2438.84,2510.83
2024-12-06,2527.04,2552.6,2505.9,2536.23
2024-12-09,2548.08,2586.31,2543.94,2572.89
2024-12-10,2570.01,2570.01,2515.76,2522.75
2024-12-11,2514.78,2531.95,2499.82,2512.54
2024-12-12,2526.66,2548.06,2488.08,2492.63
2024-12-13,2478.78,2487.42,2466.73,2485.2
2024-12-16,2474.62,2474.62,2419.57,2420.3
2024-12-17,2391.49,2414.17,2370.28,2377.15
2024-12-18,2394.47,2410.19,2380.5,2409.35
2024-12-19,2428.56,2468.98,2410.22,2416.45
2024-12-20,2420.45,2652.58,2419.65,2638.42
2024-12-23,2668.72,2738.7,2658.64,2702.48
2024-12-24,2710.92,2722.65,2678.86,2690.96
2024-12-25,2680.25,2751.11,2666.38,2732.83
2024-12-26,2749.49,2776.33,2738.31,2766.57
2024-12-27,2754.56,2766.03,2743.18,2757.45
2024-12-28,2763.48,2798.49,2763.48,2786.67
2024-12-30,2809.12,2883.04,2809.12,2883.04
